year,state,industry,count,last_update
2019,Punjab,Healthcare & Lifesciences,11,2025-07-31 20:21:57.630
2019,Punjab,Internet of Things,2,2025-07-31 20:21:57.875
2019,Punjab,IT Services,24,2025-07-31 20:21:58.120
2019,Punjab,Human Resources,3,2025-07-31 20:21:58.363
2019,Punjab,Media & Entertainment,1,2025-07-31 20:21:59.585
2019,Punjab,Retail,3,2025-07-31 20:21:59.834
2019,Punjab,Professional & Commercial Services,4,2025-07-31 20:22:00.324
2019,Punjab,Textiles & Apparel,4,2025-07-31 20:22:01.302
2019,Punjab,Transportation & Storage,3,2025-07-31 20:22:01.793
2019,Punjab,Travel & Tourism,3,2025-07-31 20:22:02.284
2019,Punjab,Security Solutions,1,2025-07-31 20:22:02.526
2019,Punjab,Real Estate,1,2025-07-31 20:22:03.016
2019,Punjab,Other Specialty Retailers,3,2025-07-31 20:22:03.262
2019,Punjab,Safety,1,2025-07-31 20:22:03.508
2018,Assam,Architecture Interior Design,2,2025-07-31 20:22:05.711
2018,Assam,Computer Vision,1,2025-07-31 20:22:07.178
2018,Assam,Telecommunication & Networking,1,2025-07-31 20:22:07.423
2018,Assam,Construction,6,2025-07-31 20:22:07.666
2018,Assam,Agriculture,4,2025-07-31 20:22:07.912
2018,Assam,Aeronautics Aerospace & Defence,2,2025-07-31 20:22:08.155
2018,Assam,Green Technology,3,2025-07-31 20:22:08.645
2018,Assam,Fashion,2,2025-07-31 20:22:09.137
2018,Assam,Food & Beverages,2,2025-07-31 20:22:09.873
2018,Assam,Design,1,2025-07-31 20:22:10.117
2018,Assam,Education,4,2025-07-31 20:22:10.605
2018,Assam,Healthcare & Lifesciences,4,2025-07-31 20:22:11.346
2018,Assam,IT Services,8,2025-07-31 20:22:11.836
2018,Assam,Human Resources,5,2025-07-31 20:22:12.081
2018,Assam,Marketing,3,2025-07-31 20:22:12.325
2018,Assam,Non- Renewable Energy,1,2025-07-31 20:22:12.814
2018,Assam,Media & Entertainment,1,2025-07-31 20:22:13.308
2018,Assam,Retail,2,2025-07-31 20:22:13.559
2018,Assam,House-Hold Services,1,2025-07-31 20:22:13.800
2018,Assam,Professional & Commercial Services,3,2025-07-31 20:22:14.051
2018,Assam,Transportation & Storage,2,2025-07-31 20:22:15.519
2018,Assam,Travel & Tourism,6,2025-07-31 20:22:16.017
2018,Assam,Security Solutions,2,2025-07-31 20:22:16.265
2018,Assam,Others,2,2025-07-31 20:22:18.475
2018,Chandigarh,Advertising,1,2025-07-31 20:22:19.195
2018,Chandigarh,Architecture Interior Design,1,2025-07-31 20:22:19.444
2018,Chandigarh,Construction,1,2025-07-31 20:22:21.396
2018,Chandigarh,Green Technology,1,2025-07-31 20:22:22.370
2018,Chandigarh,Enterprise Software,2,2025-07-31 20:22:23.351
2018,Chandigarh,Food & Beverages,3,2025-07-31 20:22:23.596
2018,Chandigarh,Education,2,2025-07-31 20:22:24.330
2018,Chandigarh,Renewable Energy,1,2025-07-31 20:22:24.574
2018,Chandigarh,Healthcare & Lifesciences,5,2025-07-31 20:22:25.066
2018,Chandigarh,IT Services,3,2025-07-31 20:22:25.556
2018,Chandigarh,Human Resources,1,2025-07-31 20:22:25.803
2018,Chandigarh,Retail,2,2025-07-31 20:22:27.272
2018,Chandigarh,House-Hold Services,1,2025-07-31 20:22:27.517
2018,Chandigarh,Professional & Commercial Services,2,2025-07-31 20:22:27.770
2018,Chandigarh,Social Network,1,2025-07-31 20:22:28.495
2018,Goa,Analytics,1,2025-07-31 20:22:32.610
2018,Goa,Advertising,1,2025-07-31 20:22:32.857
2018,Goa,Automotive,1,2025-07-31 20:22:33.589
2018,Goa,Animation,1,2025-07-31 20:22:34.084
2018,Goa,Construction,1,2025-07-31 20:22:35.064
2018,Goa,Green Technology,2,2025-07-31 20:22:36.046
2018,Goa,Enterprise Software,1,2025-07-31 20:22:37.038
2018,Goa,Food & Beverages,2,2025-07-31 20:22:37.285
2018,Goa,Design,1,2025-07-31 20:22:37.533
2018,Goa,Education,3,2025-07-31 20:22:38.018
2018,Goa,Healthcare & Lifesciences,3,2025-07-31 20:22:38.756
2018,Goa,Internet of Things,2,2025-07-31 20:22:39.002
2018,Goa,IT Services,13,2025-07-31 20:22:39.250
2018,Goa,Human Resources,1,2025-07-31 20:22:39.494
2018,Goa,Marketing,4,2025-07-31 20:22:39.742
2018,Goa,Media & Entertainment,1,2025-07-31 20:22:40.730
2018,Goa,House-Hold Services,1,2025-07-31 20:22:41.225
2018,Goa,Professional & Commercial Services,3,2025-07-31 20:22:41.469
2018,Goa,Transportation & Storage,1,2025-07-31 20:22:42.956
2018,Goa,Travel & Tourism,1,2025-07-31 20:22:43.445
2018,Delhi,Analytics,8,2025-07-31 20:22:46.435
2018,Delhi,Advertising,12,2025-07-31 20:22:46.721
2018,Delhi,Architecture Interior Design,2,2025-07-31 20:22:47.006
2018,Delhi,AR VR (Augmented + Virtual Reality),4,2025-07-31 20:22:47.289
2018,Delhi,Automotive,16,2025-07-31 20:22:47.579
2018,Delhi,Art & Photography,4,2025-07-31 20:22:47.864
2018,Delhi,Animation,2,2025-07-31 20:22:48.157
2018,Delhi,Chemicals,2,2025-07-31 20:22:48.443
2018,Delhi,Computer Vision,4,2025-07-31 20:22:48.727
2018,Delhi,Telecommunication & Networking,18,2025-07-31 20:22:49.014
2018,Delhi,Construction,32,2025-07-31 20:22:49.303
2018,Delhi,Agriculture,29,2025-07-31 20:22:49.590
2018,Delhi,Aeronautics Aerospace & Defence,13,2025-07-31 20:22:49.874
2018,Delhi,AI,29,2025-07-31 20:22:50.164
2018,Delhi,Green Technology,30,2025-07-31 20:22:50.452
2018,Delhi,Events,9,2025-07-31 20:22:50.735
2018,Delhi,Fashion,19,2025-07-31 20:22:51.028
2018,Delhi,Finance Technology,32,2025-07-31 20:22:51.314
2018,Delhi,Enterprise Software,21,2025-07-31 20:22:51.603
2018,Delhi,Food & Beverages,40,2025-07-31 20:22:51.892
2018,Delhi,Design,17,2025-07-31 20:22:52.179
2018,Delhi,Dating Matrimonial,1,2025-07-31 20:22:52.467
2018,Delhi,Education,118,2025-07-31 20:22:52.757
2018,Delhi,Renewable Energy,51,2025-07-31 20:22:53.042
2018,Delhi,Technology Hardware,28,2025-07-31 20:22:53.328
2018,Delhi,Healthcare & Lifesciences,96,2025-07-31 20:22:53.616
2018,Delhi,Internet of Things,24,2025-07-31 20:22:53.904
2018,Delhi,IT Services,156,2025-07-31 20:22:54.194
2018,Delhi,Human Resources,28,2025-07-31 20:22:54.482
2018,Delhi,Marketing,36,2025-07-31 20:22:54.770
2018,Delhi,Nanotechnology,1,2025-07-31 20:22:55.047
2018,Delhi,Non- Renewable Energy,6,2025-07-31 20:22:55.326
2018,Delhi,Pets & Animals,1,2025-07-31 20:22:55.606
2018,Delhi,Media & Entertainment,30,2025-07-31 20:22:55.900
2018,Delhi,Retail,29,2025-07-31 20:22:56.188
2018,Delhi,House-Hold Services,12,2025-07-31 20:22:56.477
2018,Delhi,Professional & Commercial Services,68,2025-07-31 20:22:56.766
2018,Delhi,Sports,6,2025-07-31 20:22:57.057
2018,Delhi,Social Impact,18,2025-07-31 20:22:57.349
2018,Delhi,Social Network,15,2025-07-31 20:22:57.639
2018,Delhi,Textiles & Apparel,11,2025-07-31 20:22:57.926
2018,Delhi,Transportation & Storage,35,2025-07-31 20:22:58.498
2018,Delhi,Travel & Tourism,33,2025-07-31 20:22:59.061
2018,Delhi,Security Solutions,19,2025-07-31 20:22:59.348
2018,Delhi,Real Estate,9,2025-07-31 20:22:59.925
2018,Delhi,Other Specialty Retailers,8,2025-07-31 20:23:00.207
2018,Delhi,Safety,6,2025-07-31 20:23:00.451
2018,Delhi,Robotics,2,2025-07-31 20:23:00.693
2018,Gujarat,Analytics,3,2025-07-31 20:23:02.342
2018,Gujarat,Advertising,3,2025-07-31 20:23:02.619
2018,Gujarat,Architecture Interior Design,6,2025-07-31 20:23:02.898
2018,Gujarat,AR VR (Augmented + Virtual Reality),5,2025-07-31 20:23:03.178
2018,Gujarat,Automotive,4,2025-07-31 20:23:03.461
2018,Gujarat,Animation,1,2025-07-31 20:23:04.018
2018,Gujarat,Chemicals,5,2025-07-31 20:23:04.299
2018,Gujarat,Computer Vision,1,2025-07-31 20:23:04.583
2018,Gujarat,Telecommunication & Networking,10,2025-07-31 20:23:04.867
2018,Gujarat,Construction,18,2025-07-31 20:23:05.132
2018,Gujarat,Agriculture,20,2025-07-31 20:23:05.416
2018,Gujarat,Aeronautics Aerospace & Defence,4,2025-07-31 20:23:05.698
2018,Gujarat,AI,3,2025-07-31 20:23:05.979
2018,Gujarat,Green Technology,22,2025-07-31 20:23:06.262
2018,Gujarat,Events,3,2025-07-31 20:23:06.539
2018,Gujarat,Fashion,7,2025-07-31 20:23:06.822
2018,Gujarat,Finance Technology,8,2025-07-31 20:23:07.097
2018,Gujarat,Enterprise Software,6,2025-07-31 20:23:07.379
2018,Gujarat,Food & Beverages,21,2025-07-31 20:23:07.661
2018,Gujarat,Design,5,2025-07-31 20:23:07.942
2018,Gujarat,Education,20,2025-07-31 20:23:08.504
2018,Gujarat,Renewable Energy,21,2025-07-31 20:23:08.788
2018,Gujarat,Technology Hardware,19,2025-07-31 20:23:09.069
2018,Gujarat,Healthcare & Lifesciences,47,2025-07-31 20:23:09.351
2018,Gujarat,Internet of Things,11,2025-07-31 20:23:09.633
2018,Gujarat,IT Services,70,2025-07-31 20:23:09.914
2018,Gujarat,Human Resources,3,2025-07-31 20:23:10.196
2018,Gujarat,Marketing,10,2025-07-31 20:23:10.477
2018,Gujarat,Nanotechnology,1,2025-07-31 20:23:10.758
2018,Gujarat,Non- Renewable Energy,7,2025-07-31 20:23:11.039
2018,Gujarat,Pets & Animals,1,2025-07-31 20:23:11.318
2018,Gujarat,Media & Entertainment,9,2025-07-31 20:23:11.598
2018,Gujarat,Retail,6,2025-07-31 20:23:11.879
2018,Gujarat,House-Hold Services,2,2025-07-31 20:23:12.160
2018,Gujarat,Professional & Commercial Services,18,2025-07-31 20:23:12.438
2018,Gujarat,Sports,3,2025-07-31 20:23:12.719
2018,Gujarat,Social Network,5,2025-07-31 20:23:13.273
2018,Gujarat,Textiles & Apparel,6,2025-07-31 20:23:13.549
2018,Gujarat,Transportation & Storage,9,2025-07-31 20:23:14.106
2018,Gujarat,Travel & Tourism,9,2025-07-31 20:23:14.664
2018,Gujarat,Security Solutions,8,2025-07-31 20:23:14.942
2018,Gujarat,Real Estate,2,2025-07-31 20:23:15.506
2018,Gujarat,Safety,2,2025-07-31 20:23:16.067
2018,Gujarat,Robotics,5,2025-07-31 20:23:16.347
2018,Himachal Pradesh,Chemicals,1,2025-07-31 20:23:19.655
2018,Himachal Pradesh,Agriculture,2,2025-07-31 20:23:20.637
2018,Himachal Pradesh,Food & Beverages,1,2025-07-31 20:23:22.616
2018,Himachal Pradesh,Education,1,2025-07-31 20:23:23.356
2018,Himachal Pradesh,Renewable Energy,2,2025-07-31 20:23:23.604
2018,Himachal Pradesh,Healthcare & Lifesciences,2,2025-07-31 20:23:24.098
2018,Himachal Pradesh,IT Services,1,2025-07-31 20:23:24.595
2018,Himachal Pradesh,Human Resources,1,2025-07-31 20:23:24.840
2018,Himachal Pradesh,Pets & Animals,1,2025-07-31 20:23:25.824
2018,Himachal Pradesh,Professional & Commercial Services,1,2025-07-31 20:23:26.799
2018,Himachal Pradesh,Textiles & Apparel,1,2025-07-31 20:23:27.788
2018,Himachal Pradesh,Travel & Tourism,2,2025-07-31 20:23:28.781
2018,Himachal Pradesh,Security Solutions,1,2025-07-31 20:23:29.028
2018,Haryana,Analytics,8,2025-07-31 20:23:31.775
2018,Haryana,Advertising,6,2025-07-31 20:23:32.044
2018,Haryana,Architecture Interior Design,3,2025-07-31 20:23:32.313
2018,Haryana,AR VR (Augmented + Virtual Reality),3,2025-07-31 20:23:32.582
2018,Haryana,Automotive,6,2025-07-31 20:23:32.851
2018,Haryana,Art & Photography,2,2025-07-31 20:23:33.121
2018,Haryana,Chemicals,3,2025-07-31 20:23:33.658
2018,Haryana,Computer Vision,3,2025-07-31 20:23:33.930
2018,Haryana,Telecommunication & Networking,4,2025-07-31 20:23:34.200
2018,Haryana,Construction,15,2025-07-31 20:23:34.470
2018,Haryana,Agriculture,11,2025-07-31 20:23:34.740
2018,Haryana,Aeronautics Aerospace & Defence,6,2025-07-31 20:23:35.009
2018,Haryana,AI,15,2025-07-31 20:23:35.279
2018,Haryana,Green Technology,15,2025-07-31 20:23:35.548
2018,Haryana,Events,1,2025-07-31 20:23:35.817
2018,Haryana,Fashion,5,2025-07-31 20:23:36.087
2018,Haryana,Finance Technology,19,2025-07-31 20:23:36.355
2018,Haryana,Enterprise Software,15,2025-07-31 20:23:36.619
2018,Haryana,Food & Beverages,21,2025-07-31 20:23:36.890
2018,Haryana,Design,4,2025-07-31 20:23:37.160
2018,Haryana,Dating Matrimonial,1,2025-07-31 20:23:37.429
2018,Haryana,Education,42,2025-07-31 20:23:37.698
2018,Haryana,Renewable Energy,26,2025-07-31 20:23:37.968
2018,Haryana,Technology Hardware,14,2025-07-31 20:23:38.238
2018,Haryana,Healthcare & Lifesciences,44,2025-07-31 20:23:38.508
2018,Haryana,Internet of Things,11,2025-07-31 20:23:38.777
2018,Haryana,IT Services,60,2025-07-31 20:23:39.047
2018,Haryana,Human Resources,8,2025-07-31 20:23:39.315
2018,Haryana,Marketing,12,2025-07-31 20:23:39.581
2018,Haryana,Media & Entertainment,7,2025-07-31 20:23:40.655
2018,Haryana,Retail,13,2025-07-31 20:23:40.924
2018,Haryana,House-Hold Services,2,2025-07-31 20:23:41.194
2018,Haryana,Professional & Commercial Services,20,2025-07-31 20:23:41.459
2018,Haryana,Sports,3,2025-07-31 20:23:41.726
2018,Haryana,Social Impact,3,2025-07-31 20:23:41.992
2018,Haryana,Social Network,2,2025-07-31 20:23:42.263
2018,Haryana,Textiles & Apparel,5,2025-07-31 20:23:42.534
2018,Haryana,Transportation & Storage,14,2025-07-31 20:23:43.077
2018,Haryana,Travel & Tourism,11,2025-07-31 20:23:43.614
2018,Haryana,Security Solutions,4,2025-07-31 20:23:43.883
2018,Haryana,Real Estate,12,2025-07-31 20:23:44.420
2018,Haryana,Other Specialty Retailers,3,2025-07-31 20:23:44.690
2018,Haryana,Robotics,5,2025-07-31 20:23:45.231
2018,Haryana,Others,1,2025-07-31 20:23:46.312
2018,Jammu and Kashmir,Advertising,1,2025-07-31 20:23:47.080
2018,Jammu and Kashmir,Telecommunication & Networking,3,2025-07-31 20:23:49.087
2018,Jammu and Kashmir,Construction,4,2025-07-31 20:23:49.338
2018,Jammu and Kashmir,Agriculture,1,2025-07-31 20:23:49.579
2018,Jammu and Kashmir,Events,1,2025-07-31 20:23:50.579
2018,Jammu and Kashmir,Food & Beverages,1,2025-07-31 20:23:51.579
2018,Jammu and Kashmir,Design,1,2025-07-31 20:23:51.828
2018,Jammu and Kashmir,Education,12,2025-07-31 20:23:52.327
2018,Jammu and Kashmir,Healthcare & Lifesciences,2,2025-07-31 20:23:53.075
2018,Jammu and Kashmir,Internet of Things,1,2025-07-31 20:23:53.323
2018,Jammu and Kashmir,IT Services,9,2025-07-31 20:23:53.570
2018,Jammu and Kashmir,Human Resources,1,2025-07-31 20:23:53.817
2018,Jammu and Kashmir,Marketing,1,2025-07-31 20:23:54.065
2018,Jammu and Kashmir,Media & Entertainment,2,2025-07-31 20:23:55.056
2018,Jammu and Kashmir,Retail,2,2025-07-31 20:23:55.300
2018,Jammu and Kashmir,Professional & Commercial Services,3,2025-07-31 20:23:55.791
2018,Jammu and Kashmir,Travel & Tourism,1,2025-07-31 20:23:57.800
2018,Jammu and Kashmir,Other Specialty Retailers,1,2025-07-31 20:23:58.807
2018,Jharkhand,Analytics,2,2025-07-31 20:24:00.829
2018,Jharkhand,AR VR (Augmented + Virtual Reality),1,2025-07-31 20:24:01.590
2018,Jharkhand,Art & Photography,1,2025-07-31 20:24:02.096
2018,Jharkhand,Computer Vision,2,2025-07-31 20:24:02.852
2018,Jharkhand,Telecommunication & Networking,2,2025-07-31 20:24:03.105
2018,Jharkhand,Construction,4,2025-07-31 20:24:03.354
2018,Jharkhand,Agriculture,2,2025-07-31 20:24:03.607
2018,Jharkhand,AI,1,2025-07-31 20:24:04.114
2018,Jharkhand,Green Technology,9,2025-07-31 20:24:04.364
2018,Jharkhand,Fashion,4,2025-07-31 20:24:04.872
2018,Jharkhand,Finance Technology,1,2025-07-31 20:24:05.125
2018,Jharkhand,Enterprise Software,1,2025-07-31 20:24:05.376
2018,Jharkhand,Food & Beverages,9,2025-07-31 20:24:05.632
2018,Jharkhand,Design,1,2025-07-31 20:24:05.884
2018,Jharkhand,Education,9,2025-07-31 20:24:06.383
2018,Jharkhand,Renewable Energy,2,2025-07-31 20:24:06.633
2018,Jharkhand,Technology Hardware,3,2025-07-31 20:24:06.883
2018,Jharkhand,Healthcare & Lifesciences,2,2025-07-31 20:24:07.133
2018,Jharkhand,Internet of Things,1,2025-07-31 20:24:07.385
2018,Jharkhand,IT Services,11,2025-07-31 20:24:07.636
2018,Jharkhand,Marketing,5,2025-07-31 20:24:08.136
2018,Jharkhand,Media & Entertainment,2,2025-07-31 20:24:09.136
2018,Jharkhand,Retail,1,2025-07-31 20:24:09.388
2018,Jharkhand,House-Hold Services,4,2025-07-31 20:24:09.638
2018,Jharkhand,Professional & Commercial Services,3,2025-07-31 20:24:09.889
2018,Jharkhand,Social Impact,1,2025-07-31 20:24:10.389
2018,Jharkhand,Textiles & Apparel,1,2025-07-31 20:24:10.889
2018,Jharkhand,Travel & Tourism,1,2025-07-31 20:24:11.918
2018,Jharkhand,Robotics,2,2025-07-31 20:24:13.425
2018,Bihar,Analytics,1,2025-07-31 20:24:14.910
2018,Bihar,Advertising,2,2025-07-31 20:24:15.167
2018,Bihar,Architecture Interior Design,1,2025-07-31 20:24:15.423
2018,Bihar,Automotive,3,2025-07-31 20:24:15.940
2018,Bihar,Art & Photography,2,2025-07-31 20:24:16.196
2018,Bihar,Chemicals,1,2025-07-31 20:24:16.705
2018,Bihar,Telecommunication & Networking,3,2025-07-31 20:24:17.224
2018,Bihar,Construction,7,2025-07-31 20:24:17.480
2018,Bihar,Agriculture,11,2025-07-31 20:24:17.736
2018,Bihar,AI,1,2025-07-31 20:24:18.248
2018,Bihar,Green Technology,5,2025-07-31 20:24:18.503
2018,Bihar,Fashion,3,2025-07-31 20:24:19.008
2018,Bihar,Enterprise Software,1,2025-07-31 20:24:19.520
2018,Bihar,Food & Beverages,7,2025-07-31 20:24:19.772
2018,Bihar,Design,1,2025-07-31 20:24:20.028
2018,Bihar,Education,13,2025-07-31 20:24:20.539
2018,Bihar,Renewable Energy,2,2025-07-31 20:24:20.795
2018,Bihar,Technology Hardware,2,2025-07-31 20:24:21.050
2018,Bihar,Healthcare & Lifesciences,13,2025-07-31 20:24:21.307
2018,Bihar,Internet of Things,3,2025-07-31 20:24:21.563
2018,Bihar,IT Services,22,2025-07-31 20:24:21.820
2018,Bihar,Human Resources,2,2025-07-31 20:24:22.076
2018,Bihar,Marketing,5,2025-07-31 20:24:22.331
2018,Bihar,Media & Entertainment,4,2025-07-31 20:24:23.358
2018,Bihar,Retail,2,2025-07-31 20:24:23.615
2018,Bihar,House-Hold Services,4,2025-07-31 20:24:23.870
2018,Bihar,Professional & Commercial Services,6,2025-07-31 20:24:24.126
2018,Bihar,Social Impact,3,2025-07-31 20:24:24.633
2018,Bihar,Social Network,3,2025-07-31 20:24:24.881
2018,Bihar,Textiles & Apparel,1,2025-07-31 20:24:25.126
2018,Bihar,Transportation & Storage,2,2025-07-31 20:24:25.621
2018,Bihar,Travel & Tourism,4,2025-07-31 20:24:26.115
2018,Bihar,Security Solutions,3,2025-07-31 20:24:26.360
2018,Bihar,Real Estate,2,2025-07-31 20:24:26.847
2018,Bihar,Other Specialty Retailers,1,2025-07-31 20:24:27.091
2018,Bihar,Robotics,2,2025-07-31 20:24:27.580
2018,Kerala,Analytics,7,2025-07-31 20:24:42.751
2018,Kerala,Advertising,5,2025-07-31 20:24:43.014
2018,Kerala,Architecture Interior Design,1,2025-07-31 20:24:43.277
2018,Kerala,AR VR (Augmented + Virtual Reality),2,2025-07-31 20:24:43.540
2018,Kerala,Automotive,2,2025-07-31 20:24:43.803
2018,Kerala,Telecommunication & Networking,6,2025-07-31 20:24:45.119
2018,Kerala,Construction,6,2025-07-31 20:24:45.380
2018,Kerala,Agriculture,7,2025-07-31 20:24:45.641
2018,Kerala,Aeronautics Aerospace & Defence,1,2025-07-31 20:24:45.903
2018,Kerala,AI,16,2025-07-31 20:24:46.166
2018,Kerala,Green Technology,10,2025-07-31 20:24:46.427
2018,Kerala,Fashion,1,2025-07-31 20:24:46.953
2018,Kerala,Finance Technology,6,2025-07-31 20:24:47.216
2018,Kerala,Enterprise Software,18,2025-07-31 20:24:47.480
2018,Kerala,Food & Beverages,10,2025-07-31 20:24:47.743
2018,Kerala,Design,2,2025-07-31 20:24:48.009
2018,Kerala,Education,24,2025-07-31 20:24:48.531
2018,Kerala,Renewable Energy,4,2025-07-31 20:24:48.794
2018,Kerala,Technology Hardware,16,2025-07-31 20:24:49.054
2018,Kerala,Healthcare & Lifesciences,33,2025-07-31 20:24:49.315
2018,Kerala,Internet of Things,9,2025-07-31 20:24:49.577
2018,Kerala,IT Services,78,2025-07-31 20:24:49.841
2018,Kerala,Human Resources,3,2025-07-31 20:24:50.105
2018,Kerala,Marketing,7,2025-07-31 20:24:50.364
2018,Kerala,Pets & Animals,1,2025-07-31 20:24:51.154
2018,Kerala,Media & Entertainment,7,2025-07-31 20:24:51.417
2018,Kerala,Retail,11,2025-07-31 20:24:51.679
2018,Kerala,House-Hold Services,1,2025-07-31 20:24:51.945
2018,Kerala,Professional & Commercial Services,7,2025-07-31 20:24:52.210
2018,Kerala,Sports,3,2025-07-31 20:24:52.468
2018,Kerala,Social Impact,1,2025-07-31 20:24:52.728
2018,Kerala,Social Network,4,2025-07-31 20:24:52.997
2018,Kerala,Textiles & Apparel,4,2025-07-31 20:24:53.261
2018,Kerala,Travel & Tourism,6,2025-07-31 20:24:54.307
2018,Kerala,Security Solutions,2,2025-07-31 20:24:54.573
2018,Kerala,Real Estate,1,2025-07-31 20:24:55.093
2018,Kerala,Other Specialty Retailers,1,2025-07-31 20:24:55.350
2018,Kerala,Robotics,10,2025-07-31 20:24:55.858
2018,Karnataka,Analytics,18,2025-07-31 20:24:57.326
2018,Karnataka,Advertising,17,2025-07-31 20:24:57.566
2018,Karnataka,Architecture Interior Design,9,2025-07-31 20:24:57.829
2018,Karnataka,AR VR (Augmented + Virtual Reality),16,2025-07-31 20:24:58.119
2018,Karnataka,Automotive,18,2025-07-31 20:24:58.408
2018,Karnataka,Art & Photography,7,2025-07-31 20:24:58.695
2018,Karnataka,Animation,3,2025-07-31 20:24:58.983
2018,Karnataka,Chemicals,1,2025-07-31 20:24:59.271
2018,Karnataka,Computer Vision,4,2025-07-31 20:24:59.560
2018,Karnataka,Telecommunication & Networking,6,2025-07-31 20:24:59.849
2018,Karnataka,Construction,13,2025-07-31 20:25:00.138
2018,Karnataka,Agriculture,37,2025-07-31 20:25:00.421
2018,Karnataka,Aeronautics Aerospace & Defence,13,2025-07-31 20:25:00.704
2018,Karnataka,AI,54,2025-07-31 20:25:00.987
2018,Karnataka,Green Technology,41,2025-07-31 20:25:01.245
2018,Karnataka,Events,5,2025-07-31 20:25:01.488
2018,Karnataka,Fashion,6,2025-07-31 20:25:01.729
2018,Karnataka,Finance Technology,46,2025-07-31 20:25:01.971
2018,Karnataka,Enterprise Software,60,2025-07-31 20:25:02.216
2018,Karnataka,Food & Beverages,37,2025-07-31 20:25:02.461
2018,Karnataka,Design,19,2025-07-31 20:25:02.708
2018,Karnataka,Dating Matrimonial,3,2025-07-31 20:25:02.956
2018,Karnataka,Education,95,2025-07-31 20:25:03.202
2018,Karnataka,Renewable Energy,23,2025-07-31 20:25:03.450
2018,Karnataka,Technology Hardware,33,2025-07-31 20:25:03.699
2018,Karnataka,Healthcare & Lifesciences,110,2025-07-31 20:25:03.948
2018,Karnataka,Internet of Things,52,2025-07-31 20:25:04.215
2018,Karnataka,IT Services,189,2025-07-31 20:25:04.505
2018,Karnataka,Human Resources,14,2025-07-31 20:25:04.791
2018,Karnataka,Marketing,24,2025-07-31 20:25:05.078
2018,Karnataka,Nanotechnology,2,2025-07-31 20:25:05.363
2018,Karnataka,Non- Renewable Energy,2,2025-07-31 20:25:05.651
2018,Karnataka,Pets & Animals,3,2025-07-31 20:25:05.939
2018,Karnataka,Media & Entertainment,21,2025-07-31 20:25:06.226
2018,Karnataka,Retail,29,2025-07-31 20:25:06.516
2018,Karnataka,House-Hold Services,6,2025-07-31 20:25:06.805
2018,Karnataka,Professional & Commercial Services,43,2025-07-31 20:25:07.095
2018,Karnataka,Sports,4,2025-07-31 20:25:07.384
2018,Karnataka,Social Impact,5,2025-07-31 20:25:07.673
2018,Karnataka,Social Network,12,2025-07-31 20:25:07.967
2018,Karnataka,Textiles & Apparel,9,2025-07-31 20:25:08.257
2018,Karnataka,Transportation & Storage,25,2025-07-31 20:25:08.837
2018,Karnataka,Travel & Tourism,31,2025-07-31 20:25:09.418
2018,Karnataka,Security Solutions,12,2025-07-31 20:25:09.708
2018,Karnataka,Real Estate,14,2025-07-31 20:25:10.291
2018,Karnataka,Other Specialty Retailers,12,2025-07-31 20:25:10.581
2018,Karnataka,Robotics,9,2025-07-31 20:25:11.163
2018,Chhattisgarh,Advertising,1,2025-07-31 20:25:13.082
2018,Chhattisgarh,Automotive,2,2025-07-31 20:25:13.816
2018,Chhattisgarh,Art & Photography,3,2025-07-31 20:25:14.065
2018,Chhattisgarh,Chemicals,1,2025-07-31 20:25:14.567
2018,Chhattisgarh,Telecommunication & Networking,2,2025-07-31 20:25:15.069
2018,Chhattisgarh,Construction,3,2025-07-31 20:25:15.321
2018,Chhattisgarh,Agriculture,2,2025-07-31 20:25:15.573
2018,Chhattisgarh,Aeronautics Aerospace & Defence,1,2025-07-31 20:25:15.825
2018,Chhattisgarh,Green Technology,4,2025-07-31 20:25:16.329
2018,Chhattisgarh,Finance Technology,1,2025-07-31 20:25:17.084
2018,Chhattisgarh,Enterprise Software,3,2025-07-31 20:25:17.336
2018,Chhattisgarh,Food & Beverages,5,2025-07-31 20:25:17.587
2018,Chhattisgarh,Design,2,2025-07-31 20:25:17.838
2018,Chhattisgarh,Education,14,2025-07-31 20:25:18.341
2018,Chhattisgarh,Renewable Energy,16,2025-07-31 20:25:18.592
2018,Chhattisgarh,Technology Hardware,4,2025-07-31 20:25:18.844
2018,Chhattisgarh,Healthcare & Lifesciences,8,2025-07-31 20:25:19.095
2018,Chhattisgarh,Internet of Things,1,2025-07-31 20:25:19.346
2018,Chhattisgarh,IT Services,19,2025-07-31 20:25:19.596
2018,Chhattisgarh,Human Resources,1,2025-07-31 20:25:19.849
2018,Chhattisgarh,Marketing,5,2025-07-31 20:25:20.100
2018,Chhattisgarh,Non- Renewable Energy,1,2025-07-31 20:25:20.606
2018,Chhattisgarh,Media & Entertainment,1,2025-07-31 20:25:21.111
2018,Chhattisgarh,Retail,2,2025-07-31 20:25:21.364
2018,Chhattisgarh,House-Hold Services,1,2025-07-31 20:25:21.616
2018,Chhattisgarh,Professional & Commercial Services,8,2025-07-31 20:25:21.863
2018,Chhattisgarh,Sports,1,2025-07-31 20:25:22.112
2018,Chhattisgarh,Social Network,1,2025-07-31 20:25:22.602
2018,Chhattisgarh,Textiles & Apparel,1,2025-07-31 20:25:22.847
2018,Chhattisgarh,Transportation & Storage,1,2025-07-31 20:25:23.337
2018,Chhattisgarh,Travel & Tourism,3,2025-07-31 20:25:23.827
